symbol,name,lastsale,netchange,pctchange,marketCap,url
FBIOP,"Fortress Biotech, Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",$7.45,0.30,4.196%,"231,232,631",/market-activity/stocks/fbiop
HUMA,"Humacyte, Inc. Common Stock",$1.23,-0.07,-5.385%,"230,343,725",/market-activity/stocks/huma
STXS,"Stereotaxis, Inc. Common Stock",$2.41,-0.02,-0.823%,"224,912,679",/market-activity/stocks/stxs
NAKA,"Kindly MD, Inc. Common Stock",$0.5103,-0.0407,-7.387%,"224,455,909",/market-activity/stocks/naka
QNCX,"Quince Therapeutics, Inc. Common Stock",$4.01,0.41,11.389%,"223,282,775",/market-activity/stocks/qncx
TARA,"Protara Therapeutics, Inc.  Common Stock",$5.58,-1.29,-18.777%,"215,316,911",/market-activity/stocks/tara
DERM,Journey Medical Corporation Common Stock,$7.93,0.12,1.536%,"215,187,727",/market-activity/stocks/derm
FENC,Fennec Pharmaceuticals Inc. Common Stock,$7.55,-0.23,-2.956%,"211,868,100",/market-activity/stocks/fenc
SGMT,Sagimet Biosciences Inc. Series A Common Stock,$6.39,0.04,0.63%,"207,813,018",/market-activity/stocks/sgmt
ETHZ,ETHZilla Corporation Common Stock,$10.51,-1.28,-10.857%,"202,855,854",/market-activity/stocks/ethz
OMI,"Owens & Minor, Inc. Common Stock",$2.59,0.04,1.569%,"200,327,678",/market-activity/stocks/omi
MTVA,MetaVia Inc. Common Stock,$8.1819,0.8669,11.851%,"198,122,974",/market-activity/stocks/mtva
STTK,"Shattuck Labs, Inc. Common Stock",$3.10,0.13,4.377%,"196,167,513",/market-activity/stocks/sttk
SMTI,Sanara MedTech Inc. Common Stock,$21.69,-0.11,-0.505%,"193,814,400",/market-activity/stocks/smti
RANI,"Rani Therapeutics Holdings, Inc. Class A Common Stock",$1.59,0.02,1.274%,"193,218,931",/market-activity/stocks/rani
AVR,Anteris Technologies Global Corp. Common Stock,$4.67,0.13,2.863%,"192,392,652",/market-activity/stocks/avr
GANX,"Gain Therapeutics, Inc. Common Stock",$3.85,0.35,10.00%,"191,644,080",/market-activity/stocks/ganx
AIRS,"AirSculpt Technologies, Inc. Common Stock",$3.04,-0.32,-9.524%,"189,807,477",/market-activity/stocks/airs
SABS,"SAB Biotherapeutics, Inc. Common Stock",$3.98,0.18,4.737%,"189,475,267",/market-activity/stocks/sabs
INGN,"Inogen, Inc Common Stock",$6.94,-0.05,-0.715%,"188,410,465",/market-activity/stocks/ingn
IMMX,"Immix Biopharma, Inc. Common Stock",$5.56,0.72,14.876%,"186,692,974",/market-activity/stocks/immx
DWTX,"Dogwood Therapeutics, Inc. Common Stock",$6.01,-0.13,-2.117%,"186,664,139",/market-activity/stocks/dwtx
SKIN,The Beauty Health Company Class A Common Stock,$1.46,-0.12,-7.595%,"186,154,466",/market-activity/stocks/skin
CBIO,"Crescent Biopharma, Inc. Common Stock",$13.07,0.08,0.616%,"181,575,184",/market-activity/stocks/cbio
IKT,"Inhibikase Therapeutics, Inc. Common Stock",$1.50,-0.01,-0.662%,"181,349,475",/market-activity/stocks/ikt
INFU,"InfuSystems Holdings, Inc. Common Stock",$8.89,-0.07,-0.781%,"180,788,667",/market-activity/stocks/infu
CRBP,"Corbus Pharmaceuticals Holdings, Inc. Common Stock",$10.24,-0.45,-4.21%,"179,743,099",/market-activity/stocks/crbp
UTMD,"Utah Medical Products, Inc. Common Stock",$56.01,0.02,0.036%,"179,437,669",/market-activity/stocks/utmd
VOR,Vor Biopharma Inc. Common Stock,$8.18,-0.15,-1.801%,"179,228,953",/market-activity/stocks/vor
RNAC,"Cartesian Therapeutics, Inc. Common Stock",$6.88,-0.02,-0.29%,"178,904,809",/market-activity/stocks/rnac
OSUR,"OraSure Technologies, Inc. Common Stock",$2.49,-0.08,-3.113%,"178,616,490",/market-activity/stocks/osur
NTHI,"NeOnc Technologies Holdings, Inc. Common Stock",$9.17,-0.18,-1.925%,"178,579,359",/market-activity/stocks/nthi
CATX,"Perspective Therapeutics, Inc. Common Stock",$2.40,0.01,0.418%,"178,411,176",/market-activity/stocks/catx
CRBU,"Caribou Biosciences, Inc. Common Stock",$1.90,-0.04,-2.062%,"177,589,272",/market-activity/stocks/crbu
UPXI,"Upexi, Inc. Common Stock",$2.66,-0.19,-6.667%,"176,883,502",/market-activity/stocks/upxi
GNLX,Genelux Corporation Common Stock,$4.64,-0.01,-0.215%,"176,560,217",/market-activity/stocks/gnlx
SRZN,"Surrozen, Inc. Common Stock",$20.46,2.23,12.233%,"175,371,274",/market-activity/stocks/srzn
TMCI,"Treace Medical Concepts, Inc. Common Stock",$2.74,UNCH,--,"174,587,520",/market-activity/stocks/tmci
NVCT,"Nuvectis Pharma, Inc. Common Stock",$6.71,-0.035,-0.519%,"171,875,952",/market-activity/stocks/nvct
VTGN,"Vistagen Therapeutics, Inc. Common Stock",$4.33,0.05,1.168%,"171,015,303",/market-activity/stocks/vtgn
LFMD,"LifeMD, Inc. Common Stock",$3.50,-0.23,-6.166%,"168,475,598",/market-activity/stocks/lfmd
SGMO,"Sangamo Therapeutics, Inc. Common Stock",$0.4959,-0.0342,-6.452%,"166,867,617",/market-activity/stocks/sgmo
XGN,Exagen Inc. Common Stock,$7.20,-0.29,-3.872%,"163,174,313",/market-activity/stocks/xgn
FTLF,"FitLife Brands, Inc. Common Stock",$17.26,-0.49,-2.761%,"162,089,903",/market-activity/stocks/ftlf
APYX,Apyx Medical Corporation Common Stock,$3.94,-0.09,-2.233%,"161,656,711",/market-activity/stocks/apyx
HSDT,Solana Company Class A Common Stock (DE),$3.86,-0.34,-8.095%,"159,423,404",/market-activity/stocks/hsdt
ANIX,"Anixa Biosciences, Inc. Common Stock",$4.79,0.05,1.055%,"157,672,023",/market-activity/stocks/anix
MXCT,"MaxCyte, Inc. Common Stock",$1.47,-0.11,-6.962%,"156,810,796",/market-activity/stocks/mxct
IRD,"Opus Genetics, Inc. Common Stock",$2.27,0.04,1.794%,"156,548,752",/market-activity/stocks/ird
RVMDW,"Revolution Medicines, Inc. Warrant",$0.8011,0.0011,0.138%,"154,868,496",/market-activity/stocks/rvmdw
SAVA,"Cassava Sciences, Inc. Common Stock",$3.19,-0.13,-3.916%,"154,102,188",/market-activity/stocks/sava
CGTX,"Cognition Therapeutics, Inc. Common Stock",$1.73,-0.03,-1.705%,"152,714,466",/market-activity/stocks/cgtx
NBY,"NovaBay Pharmaceuticals, Inc. Common Stock",$1.21,0.12,11.009%,"152,473,006",/market-activity/stocks/nby
